date,campaign_id,campaign_name,channel,campaign_type,product_category,target_age_group,target_location,start_date,end_date,campaign_duration_days,campaign_day_number,budget_tier_multiplier,impressions,clicks,spend,conversions,revenue
2025-01-30,CMP-0072,Affiliate_Conversion_Groceries_Jan25,Affiliate,Conversion,Groceries,45-54,Palembang,2025-01-24,2025-07-05,163,7,1.12124152096451,1574.0,24.0,95400.0,2.0,782300.0
2025-01-30,CMP-0075,Affiliate_Conversion_Electronics_Jan25,Affiliate,Conversion,Electronics,55+,Makassar,2025-01-18,2025-02-27,41,13,0.5327846873343675,821.0,13.0,48500.0,1.0,375500.0
2025-01-30,CMP-0012,Google_Awareness_Beauty_Jan25,Google Ads,Awareness,Beauty,45-54,Bali,2025-01-20,2025-06-15,147,11,0.7885692993648544,4962.0,149.0,446400.0,2.0,785800.0
2025-01-30,CMP-0026,Meta_Conversion_Fashion_Jan25,Meta Ads,Conversion,Fashion,18-24,Semarang,2025-01-12,2025-10-13,275,19,0.7782687653019523,4773.0,104.0,190100.0,5.0,2068400.0
2025-01-30,CMP-0036,TikTok_Conversion_Fashion_Jan25,TikTok Ads,Conversion,Fashion,45-54,Bali,2025-01-14,2025-10-02,262,17,1.2430288576490232,9997.0,272.0,295300.0,7.0,2555500.0
2025-01-30,CMP-0048,TikTok_Awareness_Beauty_Jan25,TikTok Ads,Awareness,Beauty,35-44,National,2025-01-15,2025-09-04,233,16,2.2532069216948445,33941.0,621.0,603600.0,4.0,1301800.0
2025-01-31,CMP-0072,Affiliate_Conversion_Groceries_Jan25,Affiliate,Conversion,Groceries,45-54,Palembang,2025-01-24,2025-07-05,163,8,1.12124152096451,2108.0,33.0,168800.0,4.0,1362400.0
2025-01-31,CMP-0075,Affiliate_Conversion_Electronics_Jan25,Affiliate,Conversion,Electronics,55+,Makassar,2025-01-18,2025-02-27,41,14,0.5327846873343675,909.0,12.0,59300.0,1.0,524600.0
2025-01-31,CMP-0012,Google_Awareness_Beauty_Jan25,Google Ads,Awareness,Beauty,45-54,Bali,2025-01-20,2025-06-15,147,12,0.7885692993648544,6375.0,212.0,537800.0,3.0,910300.0
2025-01-31,CMP-0026,Meta_Conversion_Fashion_Jan25,Meta Ads,Conversion,Fashion,18-24,Semarang,2025-01-12,2025-10-13,275,20,0.7782687653019523,5327.0,127.0,220400.0,6.0,2972700.0
2025-01-31,CMP-0036,TikTok_Conversion_Fashion_Jan25,TikTok Ads,Conversion,Fashion,45-54,Bali,2025-01-14,2025-10-02,262,18,1.2430288576490232,7461.0,205.0,292300.0,6.0,1411000.0
2025-01-31,CMP-0048,TikTok_Awareness_Beauty_Jan25,TikTok Ads,Awareness,Beauty,35-44,National,2025-01-15,2025-09-04,233,17,2.2532069216948445,46850.0,729.0,847400.0,5.0,1055500.0
2025-02-01,CMP-0072,Affiliate_Conversion_Groceries_Jan25,Affiliate,Conversion,Groceries,45-54,Palembang,2025-01-24,2025-07-05,163,9,1.12124152096451,2006.0,36.0,111300.0,2.0,857000.0
2025-02-01,CMP-0075,Affiliate_Conversion_Electronics_Jan25,Affiliate,Conversion,Electronics,55+,Makassar,2025-01-18,2025-02-27,41,15,0.5327846873343675,964.0,11.0,50900.0,1.0,497700.0
2025-02-01,CMP-0054,Email_Conversion_GadgetAccessories_Feb25,Email,Conversion,Gadget Accessories,35-44,Semarang,2025-02-01,2025-02-26,26,1,0.7940081538662578,1270.0,41.0,8840.0,3.0,1387600.0
2025-02-01,CMP-0007,Google_Awareness_SportsOutdoor_Feb25,Google Ads,Awareness,Sports & Outdoor,45-54,Palembang,2025-02-01,2025-10-09,251,1,0.955918799251063,11171.0,215.0,708000.0,3.0,1081900.0
2025-02-01,CMP-0012,Google_Awareness_Beauty_Jan25,Google Ads,Awareness,Beauty,45-54,Bali,2025-01-20,2025-06-15,147,13,0.7885692993648544,6961.0,213.0,596100.0,3.0,1075400.0
2025-02-01,CMP-0021,Meta_Awareness_Groceries_Feb25,Meta Ads,Awareness,Groceries,35-44,National,2025-02-01,2025-08-09,190,1,0.6305291180009114,9558.0,103.0,192000.0,1.0,444700.0
2025-02-01,CMP-0026,Meta_Conversion_Fashion_Jan25,Meta Ads,Conversion,Fashion,18-24,Semarang,2025-01-12,2025-10-13,275,21,0.7782687653019523,4947.0,124.0,186500.0,3.0,1588700.0
2025-02-01,CMP-0036,TikTok_Conversion_Fashion_Jan25,TikTok Ads,Conversion,Fashion,45-54,Bali,2025-01-14,2025-10-02,262,19,1.2430288576490232,13987.0,501.0,638500.0,19.0,5474200.0
2025-02-01,CMP-0047,TikTok_Awareness_Beauty_Feb25,TikTok Ads,Awareness,Beauty,35-44,Jakarta,2025-02-01,2025-03-08,36,1,1.898082714361104,53938.0,619.0,636600.0,4.0,1576700.0
2025-02-01,CMP-0048,TikTok_Awareness_Beauty_Jan25,TikTok Ads,Awareness,Beauty,35-44,National,2025-01-15,2025-09-04,233,18,2.2532069216948445,42449.0,610.0,608500.0,4.0,542100.0
2025-02-02,CMP-0072,Affiliate_Conversion_Groceries_Jan25,Affiliate,Conversion,Groceries,45-54,Palembang,2025-01-24,2025-07-05,163,10,1.12124152096451,2643.0,37.0,107000.0,2.0,807400.0
2025-02-02,CMP-0075,Affiliate_Conversion_Electronics_Jan25,Affiliate,Conversion,Electronics,55+,Makassar,2025-01-18,2025-02-27,41,16,0.5327846873343675,914.0,17.0,54400.0,1.0,498800.0
2025-02-02,CMP-0054,Email_Conversion_GadgetAccessories_Feb25,Email,Conversion,Gadget Accessories,35-44,Semarang,2025-02-01,2025-02-26,26,2,0.7940081538662578,963.0,31.0,7730.0,3.0,2703800.0
2025-02-02,CMP-0007,Google_Awareness_SportsOutdoor_Feb25,Google Ads,Awareness,Sports & Outdoor,45-54,Palembang,2025-02-01,2025-10-09,251,2,0.955918799251063,9626.0,127.0,542800.0,2.0,651400.0
2025-02-02,CMP-0012,Google_Awareness_Beauty_Jan25,Google Ads,Awareness,Beauty,45-54,Bali,2025-01-20,2025-06-15,147,14,0.7885692993648544,6654.0,181.0,568600.0,2.0,757300.0
2025-02-02,CMP-0021,Meta_Awareness_Groceries_Feb25,Meta Ads,Awareness,Groceries,35-44,National,2025-02-01,2025-08-09,190,2,0.6305291180009114,12005.0,126.0,142200.0,1.0,332200.0
2025-02-02,CMP-0026,Meta_Conversion_Fashion_Jan25,Meta Ads,Conversion,Fashion,18-24,Semarang,2025-01-12,2025-10-13,275,22,0.7782687653019523,4657.0,104.0,203500.0,7.0,3837300.0
2025-02-02,CMP-0036,TikTok_Conversion_Fashion_Jan25,TikTok Ads,Conversion,Fashion,45-54,Bali,2025-01-14,2025-10-02,262,20,1.2430288576490232,10767.0,278.0,283500.0,13.0,2817000.0
2025-02-02,CMP-0047,TikTok_Awareness_Beauty_Feb25,TikTok Ads,Awareness,Beauty,35-44,Jakarta,2025-02-01,2025-03-08,36,2,1.898082714361104,37526.0,411.0,507600.0,2.0,646800.0
2025-02-02,CMP-0048,TikTok_Awareness_Beauty_Jan25,TikTok Ads,Awareness,Beauty,35-44,National,2025-01-15,2025-09-04,233,19,2.2532069216948445,50291.0,770.0,840000.0,4.0,910200.0
2025-02-03,CMP-0072,Affiliate_Conversion_Groceries_Jan25,Affiliate,Conversion,Groceries,45-54,Palembang,2025-01-24,2025-07-05,163,11,1.12124152096451,2114.0,35.0,188000.0,3.0,1606800.0
2025-02-03,CMP-0075,Affiliate_Conversion_Electronics_Jan25,Affiliate,Conversion,Electronics,55+,Makassar,2025-01-18,2025-02-27,41,17,0.5327846873343675,818.0,11.0,36300.0,1.0,307300.0
2025-02-03,CMP-0054,Email_Conversion_GadgetAccessories_Feb25,Email,Conversion,Gadget Accessories,35-44,Semarang,2025-02-01,2025-02-26,26,3,0.7940081538662578,927.0,32.0,7370.0,3.0,1332100.0
2025-02-03,CMP-0007,Google_Awareness_SportsOutdoor_Feb25,Google Ads,Awareness,Sports & Outdoor,45-54,Palembang,2025-02-01,2025-10-09,251,3,0.955918799251063,11900.0,248.0,806300.0,4.0,2285100.0
2025-02-03,CMP-0012,Google_Awareness_Beauty_Jan25,Google Ads,Awareness,Beauty,45-54,Bali,2025-01-20,2025-06-15,147,15,0.7885692993648544,6600.0,176.0,681600.0,3.0,1030500.0
2025-02-03,CMP-0021,Meta_Awareness_Groceries_Feb25,Meta Ads,Awareness,Groceries,35-44,National,2025-02-01,2025-08-09,190,3,0.6305291180009114,8822.0,85.0,157900.0,1.0,294600.0
2025-02-03,CMP-0026,Meta_Conversion_Fashion_Jan25,Meta Ads,Conversion,Fashion,18-24,Semarang,2025-01-12,2025-10-13,275,23,0.7782687653019523,4738.0,93.0,152900.0,3.0,1353200.0
2025-02-03,CMP-0036,TikTok_Conversion_Fashion_Jan25,TikTok Ads,Conversion,Fashion,45-54,Bali,2025-01-14,2025-10-02,262,21,1.2430288576490232,9232.0,265.0,338300.0,7.0,2113700.0
2025-02-03,CMP-0047,TikTok_Awareness_Beauty_Feb25,TikTok Ads,Awareness,Beauty,35-44,Jakarta,2025-02-01,2025-03-08,36,3,1.898082714361104,42851.0,341.0,348800.0,2.0,607700.0
2025-02-03,CMP-0048,TikTok_Awareness_Beauty_Jan25,TikTok Ads,Awareness,Beauty,35-44,National,2025-01-15,2025-09-04,233,20,2.2532069216948445,48945.0,737.0,774000.0,5.0,1345300.0
2025-02-04,CMP-0072,Affiliate_Conversion_Groceries_Jan25,Affiliate,Conversion,Groceries,45-54,Palembang,2025-01-24,2025-07-05,163,12,1.12124152096451,2101.0,32.0,143300.0,3.0,1347900.0
2025-02-04,CMP-0075,Affiliate_Conversion_Electronics_Jan25,Affiliate,Conversion,Electronics,55+,Makassar,2025-01-18,2025-02-27,41,18,0.5327846873343675,816.0,9.0,57600.0,1.0,440800.0
2025-02-04,CMP-0054,Email_Conversion_GadgetAccessories_Feb25,Email,Conversion,Gadget Accessories,35-44,Semarang,2025-02-01,2025-02-26,26,4,0.7940081538662578,1245.0,50.0,2660.0,4.0,1368800.0
2025-02-04,CMP-0006,Google_Awareness_Electronics_Feb25,Google Ads,Awareness,Electronics,45-54,Palembang,2025-02-04,2025-11-08,278,1,0.7047486511924926,5570.0,88.0,316300.0,2.0,722900.0
2025-02-04,CMP-0007,Google_Awareness_SportsOutdoor_Feb25,Google Ads,Awareness,Sports & Outdoor,45-54,Palembang,2025-02-01,2025-10-09,251,4,0.955918799251063,8254.0,247.0,913200.0,4.0,1491600.0
2025-02-04,CMP-0012,Google_Awareness_Beauty_Jan25,Google Ads,Awareness,Beauty,45-54,Bali,2025-01-20,2025-06-15,147,16,0.7885692993648544,7124.0,179.0,543600.0,3.0,830300.0
2025-02-04,CMP-0021,Meta_Awareness_Groceries_Feb25,Meta Ads,Awareness,Groceries,35-44,National,2025-02-01,2025-08-09,190,4,0.6305291180009114,11625.0,153.0,293900.0,2.0,841400.0
